id,season,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,cnt
326,4,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,1607,2500.134459
327,4,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,2566,1920.306907
328,4,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,1495,2421.897388
329,4,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792,2624.088895
330,4,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,2662.400974
331,4,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,2653.584034
332,4,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,2360.674907
333,4,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,2520.03988
334,4,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,2407.696445
335,4,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,2308.79221
336,4,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,3940,2145.309647
337,4,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,3614,2578.314707
338,4,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,3485,2664.839674
339,4,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,3811,2575.129643
340,4,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,2594,2683.134622
341,4,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,705,2433.57138
342,4,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,3322,2192.054745
343,4,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,3620,2185.77907
344,4,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,3190,2560.044274
345,4,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,2743,2492.556902
346,4,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,3310,2511.913144
347,4,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,3523,2426.754393
348,4,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,3740,2470.233988
349,4,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,3709,2308.763548
350,4,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,3577,2292.348937
351,4,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,2739,2595.769249
352,4,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,2431,2526.510138
353,4,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,3403,2558.137158
354,4,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,3750,2477.322539
355,1,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,2660,2322.242668
356,1,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,3068,2678.356878
357,1,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,2209,2819.679866
358,1,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,1011,2816.007214
359,1,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,754,2682.066147
360,1,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,1317,2290.072188
361,1,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,1162,2583.292639
362,1,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,2302,2660.079692
363,1,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,2423,2629.277511
364,1,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,2999,2598.604457
365,1,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,2485,2912.154187
,,,,,,,,,,,,2645.831037
