id,season,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt_train,cnt_model,cnt_train_test,cnt_model1
268,4,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,5010,2882.391947,,4946.384072
269,4,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,4630,2807.33885,,4886.225425
270,4,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,4120,2732.037193,,4820.372562
271,4,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,3907,2547.509686,,4074.240219
272,4,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,4839,2495.966282,,3947.169201
273,4,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,5202,2668.228759,,5075.253539
274,4,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,2429,2823.420862,,5180.647926
275,4,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,2918,2748.720909,,4568.248233
276,4,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,3570,2531.225439,,2746.419075
277,4,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,4456,2554.607146,,3967.856749
278,4,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,4826,2505.094602,,3888.252278
279,4,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,4765,2578.66036,,4820.945051
280,4,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,4985,2590.499839,,4427.257189
281,4,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,5409,2650.094318,,3903.036598
282,4,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,5511,2018.720152,,3173.497002
283,4,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,5117,2513.574649,,3706.296903
284,4,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,4563,2652.17297,,4760.128841
285,4,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,2416,2667.080992,,4935.147844
286,4,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,2913,2586.515634,,4711.89117
287,4,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,3644,2474.977987,,4679.787149
288,4,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,5217,2749.019764,,4218.005974
289,4,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,5041,2657.533177,,4132.442582
290,4,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,4570,2710.238195,,4735.863292
291,4,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,4748,2566.63589,,4490.169367
292,4,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,2424,2456.871735,,3781.647394
293,4,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,4195,2345.67356,,3480.83494
294,4,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,4304,2487.766452,,5016.046948
295,4,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,4308,2796.945919,,4733.256401
296,4,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,4381,2795.471013,,4786.720821
297,4,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,4187,2713.598445,,4828.06727
298,4,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,4687,2660.786192,,4900.008662
299,4,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,3894,2410.659798,,3720.402985
300,4,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,2659,2334.644327,,3496.194746
301,4,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,3747,2429.264148,,3510.392685
302,4,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,627,2694.174633,,2671.172728
303,4,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,3331,2444.580056,,2417.784417
304,4,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,3669,2353.896988,,2639.713475
305,4,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,4068,2412.197856,,3473.483099
306,4,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,4186,2413.814359,,3701.425368
307,4,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,3974,2517.477219,,4176.847574
308,4,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,4046,2441.183471,,3301.661626
309,4,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,3926,2690.04848,,3510.134187
310,4,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,3649,2621.50715,,3764.541465
311,4,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,4035,2517.194988,,3530.351033
312,4,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,4205,2491.324842,,3148.616967
313,4,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,4109,2764.023971,,4462.118053
314,4,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,2933,2464.942961,,4211.944873
315,4,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,3368,2331.943414,,4241.385906
316,4,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,4067,2703.39785,,4259.304867
317,4,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,3717,2145.034534,,3881.19586
318,4,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,4486,2503.997696,,2982.152656
319,4,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,4195,2487.918404,,3614.903187
320,4,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,1817,2338.046777,,3345.169355
321,4,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,3053,2439.569438,,4213.69662
322,4,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,3392,2372.18484,,3864.032253
323,4,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,3663,2634.090853,,3160.085932
324,4,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,3520,2541.409134,,3644.738711
325,4,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,2765,2497.9404,,3757.834985
326,4,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,1607,2500.134459,,4146.266335
327,4,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,2566,1920.306907,,4044.691251
328,4,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,1495,2421.897388,,4304.492964
329,4,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792,2624.088895,,3183.16304
330,4,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,2662.400974,,3011.140671
331,4,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,2653.584034,,4070.430499
332,4,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,2360.674907,,2511.917999
333,4,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,2520.03988,,3781.655292
334,4,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,2407.696445,,3764.147926
335,4,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,2308.79221,,3740.434002
336,4,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,3940,2145.309647,,2611.723778
337,4,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,3614,2578.314707,,2964.805812
338,4,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,3485,2664.839674,,4152.310394
339,4,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,3811,2575.129643,,4164.31231
340,4,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,2594,2683.134622,,4452.290046
341,4,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,705,2433.57138,,3540.007305
342,4,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,3322,2192.054745,,2791.878666
343,4,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,3620,2185.77907,,2589.553545
344,4,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,3190,2560.044274,,2902.572515
345,4,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,2743,2492.556902,,3142.989642
346,4,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,3310,2511.913144,,3293.185963
347,4,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,3523,2426.754393,,3414.209767
348,4,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,3740,2470.233988,,3891.910913
349,4,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,3709,2308.763548,,3482.795699
350,4,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,3577,2292.348937,,3585.739872
351,4,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,2739,2595.769249,,3147.205162
352,4,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,2431,2526.510138,,3299.384165
353,4,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,3403,2558.137158,,3969.799893
354,4,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,3750,2477.322539,,3783.687486
355,1,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,2660,2322.242668,,3238.058051
356,1,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,3068,2678.356878,,1446.598824
357,1,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,2209,2819.679866,,492.9402394
358,1,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,1011,2816.007214,,931.8946038
359,1,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,754,2682.066147,,1457.233268
360,1,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,1317,2290.072188,,952.1871411
361,1,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,1162,2583.292639,,26.10236197
362,1,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,2302,2660.079692,,879.9937871
363,1,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,2423,2629.277511,,1708.351143
364,1,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,2999,2598.604457,,761.5602837
365,1,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,2485,2912.154187,,417.5682425
,,,,,,,,,,,,2645.831037,,1294.293722
