"id","season","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","cnt","windspeed_cat","hum_cat","temp_cat","mnth_cat","hum_wind"
264,3,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,4352,0,1,0,"2",0.08676378
265,3,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,4795,0,1,0,"2",0.115579384375
266,4,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,2395,0,1,0,"2",0.07621161575
267,4,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,5423,0,1,0,"2",0.06760559625
268,4,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,5010,0,1,0,"2",0.042570424
269,4,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,4630,0,1,0,"2",0.0939104631
270,4,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,4120,0,1,0,"2",0.104630612307
271,4,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,3907,0,1,0,"2",0.12614886375
272,4,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,4839,0,0,0,"2",0.120874088461
273,4,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,5202,1,0,0,"2",0.1336925625
274,4,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,2429,1,0,1,"3",0.22031811
275,4,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,2918,1,0,1,"3",0.175760365671
276,4,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,3570,0,0,1,"3",0.0634122350514
277,4,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,4456,1,0,1,"3",0.14615634
278,4,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,4826,0,0,0,"3",0.11484328825
279,4,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,4765,0,0,1,"3",0.083783896682
280,4,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,4985,0,0,0,"3",0.0153196622139
281,4,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,5409,0,0,0,"3",0.03183969525
282,4,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,5511,0,0,0,"3",0.046159875
283,4,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,5117,0,0,0,"3",0.03104070675
284,4,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,4563,0,1,0,"3",0.1156852175
285,4,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,2416,1,1,0,"3",0.2248859375
286,4,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,2913,0,1,0,"3",0.127135723929
287,4,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,3644,1,0,0,"3",0.16035619875
288,4,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,5217,1,0,0,"3",0.124740030639
289,4,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,5041,1,0,0,"3",0.137102367239
290,4,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,4570,0,0,0,"3",0.101646686957
291,4,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,4748,0,0,0,"3",0.077244415029
292,4,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,2424,1,1,0,"3",0.217841209563
293,4,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,4195,1,0,1,"3",0.26867246875
294,4,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,4304,1,0,1,"3",0.127118277132
295,4,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,4308,0,0,1,"3",0.0583028296389
296,4,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,4381,0,0,1,"3",0.073763640625
297,4,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,4187,0,0,1,"3",0.091717283736
298,4,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,4687,0,0,1,"3",0.103814101386
299,4,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,3894,0,0,1,"3",0.107084223714
300,4,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,2659,0,1,1,"3",0.160764904671
301,4,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,3747,1,0,1,"3",0.134436371007
302,4,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,627,1,1,1,"3",0.3100849075
303,4,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,3331,0,0,1,"3",0.11016485375
304,4,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,3669,0,0,1,"3",0.07479946455
305,4,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,4068,0,0,1,"3",0.09269667125
306,4,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,4186,0,0,1,"3",0.059003409375
307,4,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,3974,0,0,1,"3",0.096056889811
308,4,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,4046,1,0,1,"3",0.1691824275
309,4,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,3926,0,0,1,"3",0.098154751354
310,4,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,3649,0,0,1,"3",0.0676214503986
311,4,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,4035,0,0,1,"3",0.04341946875
312,4,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,4205,0,0,1,"3",0.0498220855125
313,4,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,4109,0,0,1,"3",0.0471651276014
314,4,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,2933,0,1,1,"3",0.153774430311
315,4,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,3368,1,0,1,"3",0.14042371875
316,4,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,4067,1,0,1,"3",0.117252684854
317,4,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,3717,1,0,1,"3",0.129122031093
318,4,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,4486,1,0,0,"3",0.179997299468
319,4,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,4195,0,0,0,"3",0.13749722875
320,4,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,1817,0,1,1,"3",0.12725097
321,4,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,3053,1,0,1,"3",0.175837516546
322,4,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,3392,0,0,1,"3",0.06909853
323,4,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,3663,1,0,1,"3",0.112715625168
324,4,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,3520,0,0,1,"3",0.12729820885
325,4,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,2765,0,1,1,"3",0.12562914
326,4,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,1607,0,1,1,"3",0.1143373
327,4,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,2566,1,0,1,"3",0.254527476525
328,4,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,1495,0,0,1,"3",0.091877835768
329,4,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792,0,0,1,"3",0.06366417125
330,4,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,0,0,1,"3",0.0466402014736
331,4,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,1,0,1,"3",0.145919473682
332,4,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,0,0,0,"3",0.105602757246
333,4,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,1,1,1,"3",0.214431350636
334,4,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,1,0,1,"3",0.166310149614
335,4,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,1,0,1,"3",0.115491144114
336,4,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,3940,0,0,1,"3",0.063055178082
337,4,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,3614,0,0,1,"3",0.0587072128861
338,4,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,3485,0,0,1,"3",0.0651376197639
339,4,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,3811,0,1,1,"3",0.0514514273889
340,4,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,2594,1,1,1,"3",0.220856862889
341,4,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,705,1,1,1,"3",0.258300744975
342,4,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,3322,1,0,1,"3",0.13923364
343,4,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,3620,0,0,1,"3",0.0575570095111
344,4,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,3190,1,0,1,"3",0.1183596575
345,4,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,2743,0,0,1,"3",0.032605433
346,4,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,3310,0,0,1,"3",0.04256435385
347,4,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,3523,0,0,1,"3",0.0829245
348,4,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,3740,0,0,1,"3",0.040461071625
349,4,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,3709,1,0,1,"3",0.169983391014
350,4,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,3577,1,0,1,"3",0.130396159775
351,4,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,2739,1,0,1,"3",0.136376078111
352,4,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,2431,0,0,1,"3",0.09953293875
353,4,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,3403,0,0,1,"3",0.1102212
354,4,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,3750,0,0,1,"3",0.0366603010236
355,1,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,2660,1,1,1,"3",0.1900349262
356,1,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,3068,0,0,1,"3",0.0358108125
357,1,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,2209,1,0,1,"3",0.1882013175
358,1,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,1011,0,0,1,"3",0.10323992
359,1,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,754,0,0,1,"3",0.105664118664
360,1,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,1317,1,0,1,"3",0.121398458005
361,1,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,1162,0,0,1,"3",0.143693125
362,1,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,2302,1,0,1,"3",0.148130769393
363,1,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,2423,0,0,1,"3",0.068562429804
364,1,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,2999,0,0,1,"3",0.085527934779
365,1,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,2485,1,0,1,"3",0.135578098282
